,Time(ms),Main(mA),Main Voltage(V),,cpu_loop,crossing,count,indexes
20044,560.7862348556519,595.9992398443202,4.17875,,False,23,0,20044
20045,560.7864367961884,535.7588786183411,4.18175,,False,23,0,20045
20046,560.7867028713226,467.05296764777427,4.1805,,False,23,0,20046
20047,560.786869764328,476.8680977864267,4.1745,,False,23,0,20047
20048,560.7870490550995,574.6513317927512,4.17075,,False,23,0,20048
20049,560.787232875824,677.3421308684019,4.1725,,False,23,0,20049
20050,560.7874348163605,695.622810751642,4.17425,,False,23,0,20050
20051,560.7877068519592,555.3891388956458,4.184,,False,23,0,20051
20052,560.7878868579865,554.0395585015812,4.17825,,False,23,0,20052
20053,560.788055896759,481.4075954755534,4.1815,,False,23,0,20053
20054,560.7882268428802,443.9874118219412,4.1842500000000005,,False,23,0,20054
20055,560.7884397506714,396.9974762831428,4.19325,,False,23,0,20055
20056,560.7887079715729,283.3873449282413,4.1885,,False,23,0,20056
20057,560.7888739109039,316.26803089272687,4.19575,,False,23,0,20057
20058,560.7890439033508,263.2663281440039,4.1915,,False,23,0,20058
20059,560.7892298698425,269.0327171004622,4.1922500000000005,,False,23,0,20059
20060,560.7894418239594,329.1503891997081,4.18725,,False,23,0,20060
20061,560.7897138595581,370.0058684018487,4.18775,,False,23,0,20061
20062,560.7898697853088,411.84286061785457,4.1835,,False,23,0,20062
20063,560.7900459766388,400.9235283386038,4.1895,,False,23,0,20063
20064,560.7902569770813,306.8209681342739,4.194,,False,23,0,20064
20065,560.7904357910156,256.7638044271467,4.19175,,False,23,0,20065
20066,560.7906339168549,288.0495317441012,4.19425,,False,23,0,20066
20067,560.7908539772034,318.1083677937242,4.1930000000000005,,False,23,0,20067
20068,560.7910358905792,268.17389321333013,4.19025,,False,23,0,20068
20069,560.7912390232086,258.4814522014109,4.19375,,False,23,0,20069
20070,560.7914488315582,256.0276696667478,4.195,,False,23,0,20070
20071,560.7917211055756,260.3217891024082,4.19125,,False,23,0,20071
20072,560.7918820381165,260.8125456093408,4.192,,False,23,0,20072
20073,560.7920579910278,304.24449647287764,4.18975,,False,23,0,20073
20074,560.7922377586365,268.54196059352955,4.19075,,False,23,0,20074
20075,560.7924509048462,258.3587630746777,4.19,,False,23,0,20075
20076,560.7927219867706,307.5571028946728,4.19025,,False,23,0,20076
20077,560.7928757667542,300.3184444174167,4.18925,,False,23,0,20077
20078,560.7930541038513,282.16045366090975,4.1925,,False,23,0,20078
20079,560.7932360172272,289.1537338846996,4.19325,,False,23,0,20079
20080,560.7934501171112,279.70667112624665,4.18925,,False,23,0,20080
20081,560.7937068939209,267.4377584529312,4.1922500000000005,,False,23,0,20081
20082,560.7938718795776,256.64111530041356,4.1905,,False,23,0,20082
20083,560.7940497398376,259.4629652152761,4.18925,,False,23,0,20083
20084,560.7942328453064,261.1806129895403,4.19125,,False,23,0,20084
20085,560.7944447994232,258.3587630746777,4.19425,,False,23,0,20085
20086,560.794713973999,314.05962661153006,4.18975,,False,23,0,20086
20087,560.7948679924011,305.8394551204087,4.19175,,False,23,0,20087
20088,560.7950527667999,260.935234736074,4.1905,,False,23,0,20088
20089,560.7952318191528,255.53691315981516,4.1925,,False,23,0,20089
20090,560.7954378128052,258.3587630746777,4.19175,,False,23,0,20090
20091,560.7957079410553,259.34027608854296,4.1895,,False,23,0,20091
20092,560.7958617210388,258.23607394794453,4.191,,False,23,0,20092
20093,560.7960500717163,261.79405862320607,4.191,,False,23,0,20093
20094,560.7962329387665,256.39573704694726,4.19,,False,23,0,20094
20095,560.796443939209,264.0024629044028,4.18925,,False,23,0,20095
20096,560.7967088222504,290.8713816589638,4.19525,,False,23,0,20096
20097,560.7968699932098,263.7570846509365,4.1905,,False,23,0,20097
20098,560.7972917556763,259.70834346874244,4.1930000000000005,,False,23,0,20098
20099,560.7975089550018,257.49993918754564,4.18875,,False,23,0,20099
20100,560.7975089550018,264.6159085380686,4.18975,,False,23,0,20100
20101,560.7976820468903,259.09489783507667,4.1922500000000005,,False,23,0,20101
20102,560.7978608608246,261.9167477499392,4.1925,,False,23,0,20102
20103,560.7980518341064,268.7873388469959,4.18875,,False,23,0,20103
20104,560.7982580661774,286.94532960350284,4.1895,,False,23,0,20104
20105,560.7984709739685,256.64111530041356,4.19125,,False,23,0,20105
20106,560.7987179756165,281.79238628071033,4.19325,,False,23,0,20106
20107,560.798877954483,259.4629652152761,4.18675,,False,23,0,20107
20108,560.7990601062775,315.40920700559474,4.1842500000000005,,False,23,0,20108
20109,560.799262046814,305.1033203600098,4.18875,,False,23,0,20109
20110,560.7994678020477,268.66464972026273,4.19125,,False,23,0,20110
20111,560.7997059822083,297.1285271223547,4.1785,,False,23,0,20111
20112,560.7998638153076,381.9067136949648,4.18825,,False,23,0,20112
20113,560.800057888031,383.01091583556314,4.18375,,False,23,0,20113
20114,560.800256729126,422.516814643639,4.18325,,False,23,0,20114
20115,560.8004319667816,392.8260459742155,4.182,,False,23,0,20115
20116,560.8007168769836,403.3773108732669,4.184,,False,23,0,20116
20117,560.8008620738983,383.7470505959621,4.18125,,False,23,0,20117
20118,560.8010330200195,415.64622354658235,4.181,,False,23,0,20118
20119,560.8012497425079,427.3016905862321,4.17975,,False,23,0,20119
20120,560.8014507293701,462.2680917051812,4.1795,,False,23,0,20120
20121,560.8017008304596,447.54539649720266,4.181,,False,23,0,20121
20122,560.8018639087677,366.32519459985406,4.1815,,False,23,0,20122
20123,560.8020470142365,470.9790197032352,4.1762500000000005,,False,23,0,20123
20124,560.8022408485413,595.140415957188,4.17375,,False,23,0,20124
20125,560.8024590015411,638.0816103137922,4.1735,,False,23,0,20125
20126,560.8027060031891,628.389169301873,4.17325,,False,23,0,20126
20127,560.8028628826141,594.8950377037218,4.1765,,False,23,0,20127
20128,560.8030469417572,516.8647531014352,4.178,,False,23,0,20128
20129,560.8032989501953,515.6378618341037,4.17,,False,23,0,20129
20130,560.8034660816193,665.8093529554853,4.17075,,False,23,0,20130
20131,560.8037068843842,664.3370834346874,4.1697500000000005,,False,23,0,20131
20132,560.8038718700409,671.9438092921431,4.18325,,False,23,0,20132
20133,560.8040449619293,608.0227742641694,4.16725,,False,23,0,20133
20134,560.8042500019073,596.1219289710533,4.18875,,False,23,0,20134
20135,560.8044588565826,392.3352894672829,4.1815,,False,23,0,20135
20136,560.8047068119049,440.06135976648017,4.17325,,False,23,0,20136
20137,560.8048720359802,426.19748844563367,4.19,,False,23,0,20137
20138,560.8050498962402,277.2528885915836,4.19,,False,23,0,20138
20139,560.805253982544,257.25456093407934,4.19375,,False,23,0,20139
20140,560.8054678440094,259.70834346874244,4.19525,,False,23,0,20140
20141,560.8057067394257,259.4629652152761,4.192,,False,23,0,20141
20142,560.8058567047119,256.64111530041356,4.1945,,False,23,0,20142
20143,560.8060817718506,262.1621260034055,4.1925,,False,23,0,20143
20144,560.8062627315521,256.0276696667478,4.18875,,False,23,0,20144
20145,560.8064639568329,265.59742155193385,4.19025,,False,23,0,20145
20146,560.8067238330841,288.662977377767,4.1895,,False,23,0,20146
20147,560.8068869113922,262.40750425687185,4.191,,False,23,0,20147
20148,560.8070449829102,259.83103259547556,4.1925,,False,23,0,20148
20149,560.8072648048401,258.8495195816103,4.192,,False,23,0,20149
20150,560.8074610233307,289.27642301143277,4.1915,,False,23,0,20150
20151,560.8077111244202,294.0612989540258,4.1905,,False,23,0,20151
20152,560.8078639507294,263.0209498905376,4.191,,False,23,0,20152
20153,560.8080368041992,254.67808927268305,4.188,,False,23,0,20153
20154,560.8082478046417,261.4259912430066,4.18725,,False,23,0,20154
20155,560.8084738254547,272.0999452687911,4.19025,,False,23,0,20155
20156,560.8087079524994,283.0192775480419,4.18775,,False,23,0,20156
20157,560.8088657855988,266.2108671855996,4.19125,,False,23,0,20157
20158,560.80903673172,255.9049805400146,4.18925,,False,23,0,20158
20159,560.8092477321625,268.05120408659695,4.18875,,False,23,0,20159
20160,560.8094527721405,294.183988080759,4.1885,,False,23,0,20160
20161,560.8096988201141,304.9806312332766,4.181,,False,23,0,20161
20162,560.8099939823151,426.81093407929944,4.1875,,False,23,0,20162
20163,560.8101110458374,316.6360982729263,4.1915,,False,23,0,20163
20164,560.8102610111237,264.4932194113355,4.186,,False,23,0,20164
20165,560.8104569911957,280.9335623935782,4.18825,,False,23,0,20165
20166,560.8107039928436,283.141966674775,4.192,,False,23,0,20166
20167,560.8108580112457,258.8495195816103,4.1905,,False,23,0,20167
20168,560.8110589981079,259.4629652152761,4.1915,,False,23,0,20168
20169,560.8112428188324,256.39573704694726,4.1905,,False,23,0,20169
20170,560.8114588260651,260.3217891024082,4.18825,,False,23,0,20170
20171,560.8117120265961,254.80077839941623,4.19175,,False,23,0,20171
20172,560.8118579387665,260.19909997567504,4.1930000000000005,,False,23,0,20172
20173,560.8120799064636,253.69657625881783,4.18925,,False,23,0,20173
20174,560.8122549057007,258.3587630746777,4.18875,,False,23,0,20174
20175,560.812451839447,280.3201167599124,4.1855,,False,23,0,20175
20176,560.8127000331879,278.97053636584775,4.18975,,False,23,0,20176
20177,560.812863111496,259.95372172220874,4.1885,,False,23,0,20177
20178,560.8130629062653,262.53019338360497,4.19,,False,23,0,20178
20179,560.8132560253143,258.9722087083435,4.1922500000000005,,False,23,0,20179
20180,560.8134500980377,257.49993918754564,4.189,,False,23,0,20180
20181,560.8137059211731,259.2175869618098,4.18775,,False,23,0,20181
20182,560.8138618469238,260.19909997567504,4.189,,False,23,0,20182
20183,560.814062833786,266.2108671855996,4.1845,,False,23,0,20183
20184,560.8142647743225,285.5957492094381,4.1857500000000005,,False,23,0,20184
20185,560.8144648075104,333.3218195086354,4.1855,,False,23,0,20185
20186,560.8147280216217,331.48148260763804,4.18825,,False,23,0,20186
20187,560.8148560523987,345.09997567501824,4.18375,,False,23,0,20187
20188,560.8150699138641,375.8949464850402,4.1857500000000005,,False,23,0,20188
20189,560.8152740001678,338.2293845779616,4.18375,,False,23,0,20189
20190,560.8154609203339,403.5,4.1795,,False,23,0,20190
20191,560.8157169818878,418.95882996837753,4.18025,,False,23,0,20191
20192,560.8158738613129,414.91008878618345,4.18,,False,23,0,20192
20193,560.8160629272461,433.92690342982246,4.18225,,False,23,0,20193
20194,560.8162598609924,424.847908051569,4.1845,,False,23,0,20194
20195,560.8164670467377,384.3604962296278,4.18325,,False,23,0,20195
20196,560.8167169094086,376.2630138652396,4.1805,,False,23,0,20196
20197,560.8168699741364,416.3823583069813,4.18275,,False,23,0,20197
20198,560.8170518875122,409.87983459012406,4.1805,,False,23,0,20198
20199,560.8172497749329,407.6714303089273,4.181,,False,23,0,20199
20200,560.8174629211426,408.1621868158599,4.178,,False,23,0,20200
20201,560.8177061080933,444.84623570907326,4.17975,,False,23,0,20201
20202,560.8178660869598,458.95548528338605,4.17725,,False,23,0,20202
20203,560.818051815033,440.67480540014594,4.1765,,False,23,0,20203
20204,560.8182549476624,452.3302724397957,4.17975,,False,23,0,20204
20205,560.8184590339661,496.7437363171978,4.18125,,False,23,0,20205
20206,560.8187170028687,401.5369739722695,4.17925,,False,23,0,20206
20207,560.8188698291779,426.56555582583314,4.17475,,False,23,0,20207
20208,560.8190479278564,585.5706640720019,4.173,,False,23,0,20208
20209,560.8192558288574,580.9084772561421,4.17225,,False,23,0,20209
20210,560.8194599151611,609.7404220384335,4.17275,,False,23,0,20210
20211,560.8197038173676,587.6563792264656,4.171,,False,23,0,20211
20212,560.8198528289795,581.7673011432742,4.175,,False,23,0,20212
20213,560.8200469017029,493.79919727560207,4.17275,,False,23,0,20213
20214,560.8202509880066,579.1908294818779,4.16775,,False,23,0,20214
20215,560.8204569816589,698.4446606665045,4.171,,False,23,0,20215
20216,560.8207218647003,675.133726587205,4.1690000000000005,,False,23,0,20216
20217,560.8208720684052,495.2714667963999,4.17675,,False,23,0,20217
20218,560.8210508823395,577.2278034541474,4.16725,,False,23,0,20218
20219,560.8212549686432,602.2563853077111,4.18825,,False,23,0,20219
20220,560.8214590549469,369.02435538798346,4.18725,,False,23,0,20220
20221,560.8217067718506,366.32519459985406,4.18375,,False,23,0,20221
20222,560.8218677043915,334.7940890294332,4.19075,,False,23,0,20222
20223,560.8220477104187,266.9470019459986,4.19175,,False,23,0,20223
20224,560.8222508430481,278.84784723911457,4.1865,,False,23,0,20224
20225,560.8224530220032,309.15206154220385,4.18975,,False,23,0,20225
20226,560.8228938579559,268.91002797372903,4.188,,False,23,0,20226
20227,560.8231129646301,263.8797737776697,4.1895,,False,23,0,20227
20228,560.8231129646301,263.6343955242034,4.1925,,False,23,0,20228
20229,560.823282957077,286.94532960350284,4.19025,,False,23,0,20229
20230,560.8234677314758,265.59742155193385,4.18975,,False,23,0,20230
20231,560.8237068653107,255.414224033082,4.1930000000000005,,False,23,0,20231
20232,560.8238909244537,259.70834346874244,4.1930000000000005,,False,23,0,20232
20233,560.8240818977356,257.13187180734616,4.188,,False,23,0,20233
20234,560.8242628574371,314.91845049866214,4.1875,,False,23,0,20234
20235,560.8244619369507,288.0495317441012,4.18725,,False,23,0,20235
20236,560.8247089385986,308.0478594016055,4.18375,,False,23,0,20236
20237,560.8248829841614,304.1218073461445,4.18775,,False,23,0,20237
